"id","G","region","age_band","income","credit_score","employment_yrs","score","Y","Yhat","ZG"
2571,1,0,"31-50",34863,669,10.2,0.2708,1,0,2
2572,1,0,"31-50",46667,808,9.1,0.9732,1,1,2
2573,1,1,"31-50",34831,590,9.3,0.3068,0,0,3
2574,1,0,"31-50",36185,555,14.8,0.1919,1,0,2
2575,1,0,"51+",36206,494,14.7,0.1247,0,0,2
2576,1,1,"18-30",47648,625,11.6,0.6974,1,1,3
2577,1,1,"18-30",56897,630,0,0.5716,1,1,3
2578,1,0,"31-50",29223,733,9.5,0.593,0,1,2
2579,1,1,"18-30",33097,758,9.5,0.7314,1,1,3
2580,0,0,"31-50",25706,651,8.7,0.1708,1,0,0
2581,0,0,"51+",23774,623,7,0.0949,0,0,0
2582,1,1,"31-50",41467,634,10.1,0.4536,1,0,3
2583,0,0,"31-50",35184,703,13,0.3551,1,0,0
2584,1,0,"18-30",37015,618,8.1,0.3915,0,0,2
2585,1,1,"51+",35938,659,9.8,0.4959,1,0,3
2586,0,0,"51+",39038,601,2.7,0.2396,0,0,0
2587,0,0,"51+",17674,604,7.1,0.029,0,0,0
2588,0,1,"31-50",44464,636,9.8,0.675,1,1,1
2589,1,0,"31-50",40870,683,12.2,0.6455,1,1,2
2590,1,1,"18-30",46829,697,7.3,0.6982,1,1,3
2591,1,0,"31-50",39354,623,7.9,0.4942,0,0,2
2592,0,1,"31-50",34213,540,0,0.0383,0,0,1
2593,0,0,"51+",31709,767,12.1,0.6391,1,1,0
2594,1,1,"31-50",35519,715,11.1,0.818,1,1,3
2595,1,1,"31-50",48062,738,7.4,0.9322,1,1,3
2596,0,0,"31-50",34685,575,9.3,0.1601,1,0,0
2597,1,0,"51+",30254,589,9.3,0.231,0,0,2
2598,0,1,"31-50",37298,655,7.6,0.5057,1,1,1
2599,0,1,"18-30",26841,573,14.2,0.1138,0,0,1
2600,1,0,"18-30",22725,719,2.9,0.2267,1,0,2
2601,1,1,"18-30",39042,713,4.7,0.7831,0,1,3
2602,0,0,"31-50",33203,718,8.7,0.5906,0,1,0
2603,1,1,"31-50",43643,664,8.4,0.7553,1,1,3
2604,0,1,"31-50",44960,613,4.4,0.3636,1,0,1
2605,1,1,"31-50",47291,574,12,0.6661,0,1,3
2606,1,0,"18-30",33859,678,10.9,0.7009,1,1,2
2607,0,0,"31-50",38526,793,11.8,0.911,0,1,0
2608,1,1,"18-30",40610,659,4.1,0.6297,0,1,3
2609,0,0,"51+",37998,602,0,0.2524,0,0,0
2610,1,1,"18-30",36879,567,8,0.1279,0,0,3
2611,0,1,"31-50",28615,628,5.6,0.1181,1,0,1
2612,1,0,"31-50",48217,551,0.1,0.2808,0,0,2
2613,1,1,"18-30",40887,720,4.1,0.4832,0,0,3
2614,1,0,"18-30",45404,678,7.4,0.5948,1,1,2
2615,1,1,"51+",34865,870,0,0.9429,1,1,3
2616,0,0,"31-50",11858,661,0,0.0928,0,0,0
2617,1,1,"31-50",36254,727,11.6,0.845,1,1,3
2618,0,1,"31-50",35148,820,2.2,0.6956,1,1,1
2619,1,1,"18-30",56076,612,4.5,0.8636,1,1,3
2620,0,1,"31-50",33752,606,8.4,0.1528,1,0,1
2621,0,0,"31-50",15767,560,1.6,0.0093,0,0,0
2622,1,1,"31-50",36150,616,4.8,0.1882,1,0,3
2623,1,0,"18-30",32090,665,11.3,0.3327,1,0,2
2624,0,0,"31-50",38026,574,3.9,0.1273,0,0,0
2625,0,1,"31-50",31958,634,10.3,0.3996,1,0,1
2626,1,1,"51+",45138,706,0,0.58,1,1,3
2627,1,0,"31-50",47214,761,2.4,0.8911,1,1,2
2628,1,1,"18-30",32584,506,11.2,0.0553,1,0,3
2629,1,1,"18-30",48455,583,10.3,0.5574,0,1,3
2630,1,1,"31-50",34226,707,8,0.6365,1,1,3
2631,0,0,"31-50",32536,813,5.5,0.6442,1,1,0
2632,0,1,"31-50",31126,558,5.2,0.0522,0,0,1
2633,1,1,"31-50",23176,600,8,0.0445,0,0,3
2634,1,1,"31-50",37140,778,13.3,0.9119,1,1,3
2635,1,0,"51+",23419,568,6.2,0.02,0,0,2
2636,1,1,"31-50",28023,760,13.3,0.7704,1,1,3
2637,0,0,"18-30",35603,553,0,0.0344,0,0,0
2638,0,1,"51+",36679,483,7.5,0.0427,0,0,1
2639,0,0,"31-50",39462,599,14.8,0.3372,0,0,0
2640,1,0,"51+",34698,770,10.1,0.8518,1,1,2
2641,1,1,"31-50",43979,675,2,0.4851,0,0,3
2642,0,0,"31-50",43179,636,12.5,0.7259,1,1,0
2643,1,0,"51+",36327,694,4.1,0.4829,1,0,2
2644,1,1,"18-30",44523,660,8.6,0.6338,0,1,3
2645,0,1,"31-50",20651,801,11.5,0.6447,1,1,1
2646,0,1,"18-30",30936,689,3.8,0.394,0,0,1
2647,0,1,"51+",33932,661,6.3,0.402,0,0,1
2648,1,0,"31-50",44082,594,2.8,0.1893,1,0,2
2649,0,0,"31-50",26544,614,10.4,0.0589,0,0,0
2650,1,1,"31-50",37940,576,8.6,0.3526,0,0,3
2651,0,1,"31-50",34943,586,8.7,0.3747,0,0,1
2652,0,1,"18-30",41232,589,3.8,0.1829,0,0,1
2653,0,1,"18-30",40362,574,4.1,0.0628,0,0,1
2654,1,1,"51+",38683,615,6.8,0.2124,1,0,3
2655,1,1,"31-50",42335,659,6.6,0.5647,0,1,3
2656,0,0,"18-30",36307,712,5.6,0.5432,1,1,0
2657,1,1,"31-50",33738,771,5.9,0.8493,0,1,3
2658,0,1,"51+",53055,617,8.6,0.7073,1,1,1
2659,1,0,"18-30",41674,777,6.2,0.832,1,1,2
2660,0,0,"51+",37848,721,4.4,0.6651,1,1,0
2661,1,1,"18-30",29349,773,1.9,0.5054,0,1,3
2662,1,0,"31-50",38110,757,12.9,0.9163,1,1,2
2663,0,1,"18-30",32572,653,0,0.1334,0,0,1
2664,1,0,"51+",46456,501,7,0.2297,0,0,2
2665,1,0,"18-30",43928,693,6.6,0.6994,1,1,2
2666,0,1,"31-50",32360,564,8.5,0.0582,0,0,1
2667,1,1,"51+",43857,667,4.6,0.6272,1,1,3
2668,1,0,"31-50",43042,744,6.4,0.783,0,1,2
2669,1,1,"51+",48346,682,12.8,0.6711,1,1,3
2670,1,0,"31-50",49082,691,5.2,0.8188,1,1,2
2671,1,0,"51+",44042,748,0.5,0.7617,1,1,2
2672,1,0,"18-30",30791,620,14,0.3715,1,0,2
2673,0,1,"31-50",31525,772,8.8,0.5602,1,1,1
2674,1,0,"51+",37069,641,5.8,0.4343,1,0,2
2675,1,0,"31-50",52250,645,4.2,0.7012,1,1,2
2676,1,0,"18-30",38308,657,0,0.2114,1,0,2
2677,1,1,"31-50",34793,733,11.8,0.7296,1,1,3
2678,0,0,"18-30",49809,711,4.9,0.8815,0,1,0
2679,1,0,"31-50",52555,650,0,0.6862,0,1,2
2680,1,0,"51+",39090,700,9,0.8385,0,1,2
2681,1,1,"18-30",44086,739,10.1,0.861,1,1,3
2682,1,0,"31-50",30875,654,8.2,0.2011,0,0,2
2683,0,0,"18-30",38681,641,8.5,0.5805,1,1,0
2684,0,0,"51+",29494,611,6.8,0.2456,0,0,0
2685,1,1,"31-50",38846,703,12.5,0.8872,1,1,3
2686,0,1,"51+",27301,603,8.5,0.0984,0,0,1
2687,1,1,"31-50",22973,774,11.2,0.6989,0,1,3
2688,0,0,"18-30",22808,625,5.2,0.0367,0,0,0
2689,1,0,"31-50",46739,659,5.6,0.7183,1,1,2
2690,0,0,"31-50",23204,705,10.9,0.1994,0,0,0
2691,1,0,"31-50",35214,814,8.8,0.9267,1,1,2
2692,1,0,"18-30",32353,698,7.2,0.6521,0,1,2
2693,1,1,"31-50",38841,816,9.6,0.9259,1,1,3
2694,0,1,"51+",38748,612,4.7,0.1,0,0,1
2695,0,1,"31-50",31286,674,12.6,0.5095,0,1,1
2696,0,1,"18-30",26324,638,1.7,0.1611,0,0,1
2697,1,1,"31-50",44751,826,8.5,0.9626,1,1,3
2698,0,0,"51+",34914,620,8,0.3469,1,0,0
2699,0,0,"31-50",45472,829,10.4,0.9671,0,1,0
2700,0,1,"18-30",33300,671,10.7,0.409,1,0,1
2701,1,0,"51+",48063,673,7.4,0.7594,0,1,2
2702,0,1,"31-50",30947,608,2.4,0.1227,0,0,1
2703,1,1,"51+",47481,620,9.6,0.4414,0,0,3
2704,0,0,"18-30",34834,638,10.5,0.365,0,0,0
2705,1,1,"31-50",35721,633,9.3,0.3038,0,0,3
2706,0,0,"51+",34566,678,3.9,0.0988,0,0,0
2707,0,1,"51+",35921,715,7.2,0.6661,1,1,1
2708,0,0,"31-50",47517,640,0.6,0.4773,1,0,0
2709,0,1,"18-30",42193,654,7,0.6444,0,1,1
2710,1,0,"18-30",36642,701,7.7,0.6893,0,1,2
2711,0,1,"18-30",33704,549,10,0.2055,0,0,1
2712,1,1,"18-30",46120,692,5.4,0.7261,1,1,3
2713,1,1,"18-30",27993,684,0,0.2757,0,0,3
2714,1,1,"51+",41712,737,9.2,0.9229,1,1,3
2715,1,1,"18-30",41958,707,4.1,0.5226,0,1,3
2716,0,0,"31-50",43415,601,8.9,0.4199,1,0,0
2717,1,1,"18-30",45067,740,4.8,0.735,1,1,3
2718,1,0,"31-50",46192,645,3.7,0.6727,1,1,2
2719,0,1,"31-50",37238,610,6,0.4252,0,0,1
2720,0,0,"18-30",41072,556,0.5,0.0497,0,0,0
2721,0,0,"18-30",54121,738,4.3,0.8997,1,1,0
2722,1,0,"31-50",41033,713,7.7,0.761,1,1,2
2723,1,0,"51+",47553,739,5,0.928,1,1,2
2724,0,0,"51+",43230,646,8.2,0.5406,0,1,0
2725,0,0,"31-50",23949,603,6.3,0.1365,0,0,0
2726,0,0,"31-50",33398,872,4.7,0.8891,1,1,0
2727,0,0,"31-50",30977,569,11.4,0.2729,0,0,0
2728,1,0,"31-50",33525,586,6.2,0.1149,1,0,2
2729,1,1,"31-50",33677,759,7.1,0.4416,1,0,3
2730,1,0,"51+",34970,653,9.8,0.37,1,0,2
2731,1,0,"18-30",34897,728,12.5,0.9326,1,1,2
2732,0,0,"51+",41359,540,0.4,0.0801,0,0,0
2733,0,0,"18-30",39440,667,2.6,0.4837,0,0,0
2734,1,0,"31-50",39392,551,4.3,0.1201,1,0,2
2735,0,0,"31-50",34109,611,8.2,0.1665,0,0,0
2736,1,1,"51+",54938,613,7.5,0.4885,1,0,3
2737,0,1,"18-30",23324,664,11.5,0.3399,0,0,1
2738,0,0,"31-50",35460,635,2.2,0.3263,0,0,0
2739,0,1,"31-50",39210,630,6.6,0.5091,0,1,1
2740,0,0,"31-50",36077,606,8.2,0.2436,1,0,0
2741,1,1,"18-30",36443,686,0,0.4425,0,0,3
2742,1,0,"18-30",43664,741,5.4,0.8202,1,1,2
2743,1,0,"18-30",38472,727,15.3,0.8685,1,1,2
2744,1,1,"31-50",35114,670,6.9,0.549,0,1,3
2745,0,1,"31-50",33923,727,5.3,0.3514,1,0,1
2746,0,0,"31-50",35452,606,11,0.3074,0,0,0
2747,1,1,"31-50",40216,733,11.2,0.7941,1,1,3
2748,1,0,"31-50",49458,713,11.1,0.8639,1,1,2
2749,1,1,"31-50",47406,642,8.7,0.8639,1,1,3
2750,1,1,"51+",46728,671,6.8,0.7739,1,1,3
2751,0,1,"31-50",28699,684,9.4,0.2998,0,0,1
2752,1,0,"31-50",47174,749,9.6,0.892,1,1,2
2753,1,0,"51+",40423,652,10.2,0.6447,1,1,2
2754,0,1,"31-50",40767,655,12.3,0.6962,0,1,1
2755,1,0,"51+",42841,705,6,0.8708,0,1,2
2756,1,1,"31-50",36451,698,1.2,0.523,1,1,3
2757,1,1,"51+",41575,725,0,0.6413,0,1,3
2758,0,1,"31-50",29601,609,12.9,0.191,1,0,1
2759,0,0,"31-50",31438,603,5.7,0.1139,1,0,0
2760,1,0,"31-50",53595,741,4.5,0.9338,1,1,2
2761,0,1,"51+",45280,644,2.6,0.5971,1,1,1
2762,1,1,"31-50",36654,569,4.3,0.1206,0,0,3
2763,0,0,"31-50",30096,636,6.4,0.2019,0,0,0
2764,1,0,"51+",49672,803,6,0.8969,1,1,2
2765,0,1,"31-50",33904,530,2.9,0.0472,0,0,1
2766,1,0,"51+",42689,504,7.2,0.2667,0,0,2
2767,0,0,"31-50",33499,615,9.5,0.1792,0,0,0
2768,1,1,"51+",49437,666,1.7,0.663,0,1,3
2769,0,1,"18-30",36331,694,16.9,0.8125,1,1,1
2770,0,1,"51+",32098,524,6.7,0.0525,1,0,1
2771,1,0,"18-30",46912,577,11.5,0.4253,1,0,2
2772,1,1,"18-30",47554,670,8.1,0.6309,0,1,3
2773,1,1,"31-50",44015,709,12,0.9006,1,1,3
2774,1,0,"51+",52135,734,12.3,0.961,1,1,2
2775,1,0,"18-30",36735,560,15.9,0.6375,0,1,2
2776,0,0,"51+",32441,634,3.6,0.3409,0,0,0
2777,0,1,"18-30",30484,667,15.5,0.4433,1,0,1
2778,1,1,"51+",47289,607,8,0.6644,1,1,3
2779,1,0,"31-50",39720,586,6.6,0.2113,1,0,2
2780,1,0,"18-30",38086,742,0,0.6677,1,1,2
2781,1,1,"51+",16138,618,0.1,0.0172,0,0,3
2782,0,1,"18-30",35045,753,5.9,0.7249,0,1,1
2783,1,0,"51+",38743,768,10.1,0.6255,1,1,2
2784,0,0,"31-50",56084,631,4.7,0.4798,1,0,0
2785,0,0,"51+",24987,569,5.7,0.1593,1,0,0
2786,0,0,"51+",40558,492,2.9,0.0473,0,0,0
2787,0,1,"18-30",38565,696,14.2,0.7194,1,1,1
2788,1,0,"31-50",39814,658,3.7,0.3553,0,0,2
2789,0,1,"31-50",37278,780,8.9,0.7643,1,1,1
2790,0,0,"18-30",41010,779,7.7,0.7592,1,1,0
2791,1,1,"31-50",38352,602,8.3,0.4467,1,0,3
2792,1,0,"31-50",35027,676,9.6,0.5162,1,1,2
2793,0,1,"18-30",29077,635,5.3,0.1004,0,0,1
2794,1,0,"31-50",22496,838,9.1,0.6217,1,1,2
2795,0,0,"18-30",32121,765,12.8,0.8085,1,1,0
2796,1,1,"31-50",39891,659,7,0.7157,0,1,3
2797,0,1,"51+",44834,585,12,0.6281,0,1,1
2798,0,1,"18-30",38239,719,5.2,0.6918,1,1,1
2799,1,1,"31-50",46962,588,7.5,0.1891,1,0,3
2800,0,0,"31-50",24871,694,7.1,0.3243,0,0,0
2801,1,0,"31-50",44063,779,6.4,0.8733,1,1,2
2802,0,0,"31-50",27484,666,5.8,0.109,1,0,0
2803,1,0,"18-30",42203,642,9.2,0.4604,0,0,2
2804,1,1,"18-30",53380,677,0.5,0.7547,1,1,3
2805,0,1,"31-50",23490,644,14.3,0.3483,0,0,1
2806,0,0,"18-30",33862,652,6.3,0.6456,0,1,0
2807,1,1,"51+",39391,690,9.5,0.7991,1,1,3
2808,0,0,"31-50",38940,701,8.5,0.7833,1,1,0
2809,0,0,"31-50",50286,640,10.3,0.5199,1,1,0
2810,0,0,"31-50",16380,672,1.4,0.0417,0,0,0
2811,0,1,"31-50",43333,580,7.3,0.4417,0,0,1
2812,1,1,"18-30",34331,785,10.4,0.92,1,1,3
2813,0,0,"31-50",34691,656,9,0.4909,1,0,0
2814,0,1,"18-30",42676,766,7.4,0.8122,1,1,1
2815,0,1,"18-30",46236,675,2.6,0.3185,0,0,1
2816,1,0,"51+",51747,714,6.9,0.9222,1,1,2
2817,1,1,"31-50",54140,762,0,0.9096,0,1,3
2818,0,1,"31-50",17342,637,7,0.0336,1,0,1
2819,1,1,"31-50",35582,619,10,0.5979,1,1,3
2820,0,0,"31-50",31481,671,4.9,0.1715,1,0,0
2821,1,0,"18-30",44594,711,13.8,0.9109,1,1,2
2822,1,0,"31-50",32621,695,5.3,0.4671,0,0,2
2823,0,1,"51+",30353,645,6.9,0.1021,0,0,1
2824,0,1,"51+",33781,597,11.9,0.122,1,0,1
2825,1,1,"31-50",25403,618,8.4,0.2091,1,0,3
2826,1,0,"18-30",43073,572,0,0.0641,0,0,2
2827,0,0,"51+",33582,576,7.1,0.1315,1,0,0
2828,1,1,"18-30",47932,640,8.6,0.8702,1,1,3
2829,0,0,"51+",25616,696,5.3,0.081,0,0,0
2830,1,0,"51+",39379,723,8.8,0.797,0,1,2
2831,0,1,"31-50",43027,716,11.2,0.7859,1,1,1
2832,0,0,"31-50",19275,629,7.4,0.0986,0,0,0
2833,0,0,"51+",40019,627,3.2,0.2106,0,0,0
2834,0,0,"31-50",33334,531,12.6,0.1023,0,0,0
2835,1,0,"18-30",29539,753,15.9,0.6597,0,1,2
2836,1,1,"31-50",34108,743,11.6,0.8382,1,1,3
2837,0,0,"18-30",26825,565,9.2,0.0276,0,0,0
2838,1,0,"31-50",41795,668,7.1,0.4508,0,0,2
2839,0,1,"51+",46648,561,2,0.377,0,0,1
2840,0,1,"31-50",35913,733,7.6,0.7552,0,1,1
2841,1,0,"51+",35688,661,3.1,0.3974,0,0,2
2842,1,1,"31-50",37500,590,10.5,0.2606,0,0,3
2843,0,0,"31-50",37740,690,10.8,0.7182,1,1,0
2844,0,0,"18-30",34670,632,10.4,0.3758,1,0,0
2845,0,1,"31-50",38765,657,9.7,0.7082,1,1,1
2846,0,1,"31-50",35040,547,7.6,0.0731,0,0,1
2847,0,1,"18-30",34314,659,9.4,0.5153,0,1,1
2848,1,1,"18-30",30743,662,14.5,0.3987,0,0,3
2849,1,1,"18-30",30660,674,8.2,0.266,1,0,3
2850,1,1,"31-50",32110,613,15.1,0.3304,1,0,3
2851,0,1,"51+",33603,630,6,0.3411,1,0,1
2852,1,1,"31-50",39297,645,14.9,0.6966,1,1,3
2853,1,1,"51+",57045,666,8.6,0.8029,0,1,3
2854,1,0,"18-30",49548,699,10.9,0.7966,1,1,2
2855,0,1,"18-30",43447,765,5.2,0.8748,0,1,1
2856,1,1,"18-30",45625,732,4,0.6362,1,1,3
2857,1,1,"18-30",37562,662,6.3,0.2919,1,0,3
2858,0,0,"31-50",37196,547,8.4,0.0912,1,0,0
2859,1,0,"18-30",39339,552,5.9,0.1254,0,0,2
2860,0,1,"51+",26654,666,12.5,0.4341,1,0,1
2861,0,1,"51+",36581,707,11.2,0.5991,1,1,1
2862,1,1,"31-50",33352,865,10.4,0.9446,1,1,3
2863,1,1,"18-30",58959,726,6.3,0.863,1,1,3
2864,1,1,"18-30",37596,693,9.4,0.6458,1,1,3
2865,0,1,"31-50",33786,642,6.2,0.3091,0,0,1
2866,0,0,"31-50",24451,631,13.6,0.1746,0,0,0
2867,0,1,"31-50",23611,646,4.2,0.3156,0,0,1
2868,0,0,"51+",39322,612,7.8,0.4831,0,0,0
2869,1,0,"18-30",44164,701,5.4,0.5416,0,1,2
2870,1,0,"51+",50355,558,10,0.5391,1,1,2
2871,0,1,"18-30",27292,590,18.7,0.5076,1,1,1
2872,1,1,"51+",35848,649,9,0.5427,0,1,3
2873,1,1,"18-30",58696,679,8.8,0.9302,1,1,3
2874,1,1,"18-30",46590,734,9.7,0.9053,1,1,3
2875,0,0,"31-50",34258,574,6.6,0.0728,0,0,0
2876,0,1,"31-50",30466,684,13.3,0.3692,1,0,1
2877,1,0,"31-50",35940,701,7.6,0.6474,1,1,2
2878,1,1,"51+",34122,751,7.4,0.7837,0,1,3
2879,1,1,"51+",46773,668,9.8,0.5338,1,1,3
2880,0,1,"18-30",32515,723,7.3,0.3439,1,0,1
2881,1,0,"31-50",38168,656,6.5,0.7043,0,1,2
2882,0,0,"51+",25081,688,3.1,0.1813,0,0,0
2883,0,1,"51+",48730,703,11.4,0.6208,1,1,1
2884,0,0,"51+",37297,579,9.1,0.1984,0,0,0
2885,1,1,"31-50",34441,547,5.1,0.1833,0,0,3
2886,0,0,"31-50",32803,618,9,0.3164,1,0,0
2887,0,1,"31-50",27453,660,4.1,0.289,0,0,1
2888,1,1,"31-50",36645,658,10.4,0.428,1,0,3
2889,0,0,"31-50",27445,614,5.6,0.4263,0,0,0
2890,0,1,"31-50",40929,511,5.9,0.0777,0,0,1
2891,1,0,"51+",46393,551,9.3,0.5458,1,1,2
2892,0,0,"31-50",41102,539,3.3,0.2727,0,0,0
2893,1,1,"31-50",37984,591,12.4,0.3933,0,0,3
2894,1,1,"51+",35514,578,9.8,0.2607,0,0,3
2895,1,1,"31-50",13885,662,6.3,0.054,0,0,3
2896,1,0,"31-50",45444,682,15.7,0.8386,1,1,2
2897,0,1,"31-50",26572,626,3.1,0.0622,0,0,1
2898,0,1,"51+",47743,726,14.5,0.9207,1,1,1
2899,1,1,"18-30",38130,785,11,0.8635,1,1,3
2900,1,1,"51+",40980,687,5.8,0.2534,0,0,3
2901,0,1,"51+",41623,666,6.8,0.2277,0,0,1
2902,0,0,"31-50",28680,820,4.7,0.2905,1,0,0
2903,0,0,"51+",37543,622,12.2,0.4327,1,0,0
2904,1,0,"31-50",49460,582,9.2,0.7895,0,1,2
2905,0,1,"51+",35770,624,9.2,0.575,0,1,1
2906,0,0,"51+",48600,714,15.3,0.9166,1,1,0
2907,0,0,"18-30",30706,618,0,0.0285,0,0,0
2908,1,1,"31-50",46757,835,5.2,0.974,1,1,3
2909,1,0,"31-50",45792,557,10.6,0.575,1,1,2
2910,0,0,"31-50",35788,635,2.5,0.2198,0,0,0
2911,0,1,"51+",44404,560,14.8,0.5008,1,1,1
2912,1,1,"18-30",38866,642,10.3,0.5303,0,1,3
2913,0,0,"51+",32696,581,13,0.2432,0,0,0
2914,1,0,"51+",41056,727,9.5,0.6945,0,1,2
2915,0,1,"51+",39468,627,2.7,0.2164,0,0,1
2916,0,0,"51+",26897,529,8.8,0.0623,0,0,0
2917,0,1,"51+",23995,751,2.1,0.305,1,0,1
2918,0,0,"31-50",25981,620,12.6,0.2782,0,0,0
2919,0,1,"18-30",29926,630,12.3,0.1714,1,0,1
2920,0,0,"18-30",40915,589,13.5,0.2789,1,0,0
2921,1,1,"51+",43101,551,10.2,0.1671,0,0,3
2922,0,1,"51+",34588,609,9.5,0.4262,0,0,1
2923,0,0,"51+",40460,636,2,0.5722,0,1,0
2924,1,0,"31-50",48630,633,9.1,0.6567,1,1,2
2925,0,1,"31-50",21437,602,11.6,0.0656,0,0,1
2926,1,0,"18-30",39028,564,2.3,0.0709,1,0,2
2927,0,1,"51+",32314,728,9,0.6465,1,1,1
2928,0,0,"31-50",44370,648,0,0.6182,0,1,0
2929,0,1,"51+",30847,668,13.1,0.3502,1,0,1
2930,0,1,"31-50",35126,755,4.1,0.6647,1,1,1
2931,1,0,"51+",49111,565,10.2,0.5245,0,1,2
2932,1,1,"31-50",51496,551,4.9,0.1543,0,0,3
2933,1,0,"18-30",46221,717,8,0.886,1,1,2
2934,1,1,"31-50",39590,780,1.4,0.7599,1,1,3
2935,0,1,"31-50",36779,645,0,0.1882,0,0,1
2936,1,1,"31-50",23260,746,11.8,0.2203,1,0,3
2937,0,1,"31-50",22950,692,8.9,0.2019,1,0,1
2938,1,1,"31-50",26733,667,12.6,0.364,0,0,3
2939,1,0,"18-30",48458,694,12,0.9399,1,1,2
2940,1,1,"31-50",46354,570,6.6,0.2455,0,0,3
2941,1,1,"31-50",48851,604,5.6,0.3683,0,0,3
2942,0,1,"18-30",39919,631,10.5,0.4194,1,0,1
2943,1,0,"51+",38459,696,12.3,0.8397,1,1,2
2944,1,0,"31-50",44030,661,10,0.4873,1,0,2
2945,1,1,"18-30",45189,592,8.3,0.5851,1,1,3
2946,0,1,"18-30",44091,619,4.7,0.248,0,0,1
2947,1,0,"31-50",33839,724,11.6,0.7954,1,1,2
2948,0,0,"51+",36814,651,10.3,0.3643,0,0,0
2949,1,0,"51+",29554,614,10,0.1828,1,0,2
2950,1,1,"31-50",25257,577,18.3,0.2135,0,0,3
2951,1,1,"31-50",27872,640,2.8,0.0371,0,0,3
2952,0,1,"18-30",18601,738,5,0.1088,1,0,1
2953,0,0,"31-50",26996,597,8,0.1454,0,0,0
2954,1,0,"31-50",29860,694,3.3,0.149,1,0,2
2955,1,1,"18-30",54567,700,5.5,0.9472,0,1,3
2956,0,0,"31-50",40163,641,1.7,0.4014,0,0,0
2957,1,1,"51+",38038,837,14.8,0.9752,1,1,3
2958,0,0,"31-50",30812,650,4.6,0.2072,0,0,0
2959,1,0,"31-50",51775,644,9.7,0.8556,1,1,2
2960,1,0,"51+",42068,725,16.2,0.9552,1,1,2
2961,0,0,"31-50",27811,653,9.1,0.2536,0,0,0
2962,1,0,"31-50",38991,679,5.3,0.3994,0,0,2
2963,0,1,"31-50",34340,537,9.8,0.0587,0,0,1
2964,1,0,"31-50",39121,652,8.1,0.4374,1,0,2
2965,0,1,"18-30",51798,605,5,0.4874,1,0,1
2966,1,0,"31-50",47795,742,0.6,0.7656,1,1,2
2967,0,0,"18-30",38722,632,15,0.7486,0,1,0
2968,1,1,"51+",35869,776,5.3,0.86,1,1,3
2969,1,0,"51+",52382,755,7.7,0.9823,1,1,2
2970,1,0,"31-50",46578,682,7.3,0.7328,1,1,2
2971,0,1,"51+",20640,687,4.5,0.0975,1,0,1
2972,1,0,"31-50",34550,724,12.7,0.7935,1,1,2
2973,1,0,"31-50",52955,709,9,0.9314,1,1,2
2974,1,0,"51+",25059,718,2.9,0.3711,0,0,2
2975,1,0,"18-30",36474,605,8.6,0.3282,1,0,2
2976,1,1,"31-50",41079,657,20.1,0.8677,1,1,3
2977,0,1,"51+",24931,641,7.6,0.2826,0,0,1
2978,1,0,"18-30",50086,691,10.6,0.8895,1,1,2
2979,0,1,"31-50",29644,664,11.4,0.1264,1,0,1
2980,1,0,"31-50",36793,672,5.7,0.3627,0,0,2
2981,0,0,"18-30",21190,621,11.3,0.1065,0,0,0
2982,1,1,"51+",40157,593,15.9,0.5779,1,1,3
2983,1,1,"51+",35310,604,9,0.4443,1,0,3
2984,1,1,"18-30",36457,624,12.8,0.5127,1,1,3
2985,1,0,"31-50",38255,725,7.1,0.6475,1,1,2
2986,0,0,"51+",43022,664,10.4,0.2651,1,0,0
2987,0,0,"51+",28645,763,0.7,0.6976,1,1,0
2988,1,0,"31-50",34892,817,4.4,0.8809,1,1,2
2989,1,1,"18-30",40635,592,9.7,0.4905,1,0,3
2990,0,0,"31-50",36684,621,9.3,0.2949,1,0,0
2991,0,0,"31-50",19374,669,12.8,0.2772,0,0,0
2992,1,0,"31-50",29051,807,9.7,0.8071,0,1,2
2993,0,1,"18-30",34353,515,12.9,0.1058,1,0,1
2994,1,0,"31-50",46992,755,15,0.9664,1,1,2
2995,0,1,"18-30",35672,637,12.8,0.3392,1,0,1
2996,1,0,"18-30",35096,650,12.7,0.6037,0,1,2
2997,0,0,"31-50",32324,693,10,0.4744,1,0,0
2998,1,1,"31-50",47759,814,0.5,0.874,1,1,3
2999,1,1,"18-30",46103,669,7.4,0.6464,1,1,3
3000,0,0,"31-50",24777,568,3.8,0.0608,0,0,0
3001,1,1,"18-30",47891,634,15.6,0.8203,1,1,3
3002,0,0,"31-50",28696,708,8.4,0.4456,1,0,0
3003,1,1,"31-50",44614,702,6.8,0.8335,1,1,3
3004,0,0,"18-30",32897,627,4.8,0.2153,0,0,0
3005,1,1,"51+",38655,663,6.2,0.307,1,0,3
3006,0,1,"18-30",38610,616,10.7,0.4122,1,0,1
3007,0,0,"51+",53869,717,4,0.8436,1,1,0
3008,1,0,"31-50",39743,722,14.5,0.9275,1,1,2
3009,0,0,"31-50",27524,633,1.4,0.1112,0,0,0
3010,0,1,"31-50",42305,576,7.2,0.259,0,0,1
3011,0,1,"51+",31535,728,0,0.4758,0,0,1
3012,0,1,"31-50",33649,649,8.2,0.335,0,0,1
3013,0,1,"51+",26517,632,1.1,0.0344,0,0,1
3014,1,0,"18-30",43484,686,5.2,0.4107,1,0,2
3015,1,1,"31-50",28528,688,0.1,0.2458,0,0,3
